Date,Open,High,Low,Close,Adj Close,Volume,Name
2018-11-05,29.091888,29.334412,29.059553,29.296686,28.292276,1407582,BROOKFIELD
2018-11-06,29.280518,29.415253,29.172729,29.318243,28.313093,1486812,BROOKFIELD
2018-11-07,29.566154,29.571545,29.237402,29.377525,28.370346,2057007,BROOKFIELD
2018-11-08,29.399084,29.576933,29.070332,29.393694,28.385958,1941966,BROOKFIELD
2018-11-09,29.727837,31.021288,29.711668,30.816492,29.759979,2924825,BROOKFIELD
2018-11-12,30.827271,31.048235,30.520075,30.746429,29.692318,2190603,BROOKFIELD
2018-11-13,30.784155,31.495554,30.784155,31.285368,30.21278,2169451,BROOKFIELD
2018-11-14,31.522501,31.549448,31.199139,31.258421,30.186756,3403729,BROOKFIELD
2018-11-15,31.253033,31.333872,30.902721,31.193748,30.124298,1829894,BROOKFIELD
2018-11-16,30.972784,31.134464,30.902721,31.112907,30.046232,1070067,BROOKFIELD
2018-11-19,31.08057,31.323093,30.945837,31.037457,29.973364,2076490,BROOKFIELD
2018-11-20,30.719482,30.838049,30.412289,30.547022,29.499743,2352217,BROOKFIELD
2018-11-21,30.757208,31.123686,30.611694,30.886553,29.827637,1952543,BROOKFIELD
2018-11-22,30.897331,30.897331,30.455402,30.530853,29.484131,508036,BROOKFIELD
2018-11-23,30.498518,30.875774,30.450012,30.82188,29.765181,1078973,BROOKFIELD
2018-11-26,30.983562,31.619511,30.908112,31.409325,30.332483,1568083,BROOKFIELD
2018-11-27,31.409325,31.878201,31.398544,31.668015,30.582304,5812354,BROOKFIELD
2018-11-28,31.791969,31.813526,31.53867,31.738075,30.649963,1514645,BROOKFIELD
2018-11-29,31.490164,31.862032,31.490164,31.694962,30.712112,1517428,BROOKFIELD
2018-11-30,31.694962,31.759634,31.253033,31.387766,30.414438,2231610,BROOKFIELD
2018-12-03,31.554836,31.565617,31.096739,31.312315,30.34133,1998188,BROOKFIELD
2018-12-04,31.199139,31.296146,30.660198,30.687145,29.735546,1907268,BROOKFIELD
2018-12-05,30.827271,31.323093,30.767986,30.9135,29.95488,1076190,BROOKFIELD
2018-12-06,30.622475,30.622475,29.70089,30.385342,29.4431,2722390,BROOKFIELD
2018-12-07,30.29911,30.584747,29.77095,29.900295,28.973097,1989653,BROOKFIELD
2018-12-10,29.862572,30.22905,29.598492,30.088924,29.155874,2329951,BROOKFIELD
2018-12-11,30.374561,30.568581,29.646996,29.663164,28.743317,2078531,BROOKFIELD
2018-12-12,30.040421,30.169765,29.830235,29.905685,28.978317,2067955,BROOKFIELD
2018-12-13,30.029642,30.175156,29.641605,29.744003,28.82165,1185293,BROOKFIELD
2018-12-14,29.566154,29.96497,29.51226,29.86796,28.941763,1967758,BROOKFIELD
2018-12-17,29.749393,29.857182,29.064941,29.167339,28.262869,1769219,BROOKFIELD
2018-12-18,29.291296,29.576933,29.161951,29.237402,28.330757,2903486,BROOKFIELD
2018-12-19,29.210455,29.463757,28.628403,28.687685,27.798086,3300563,BROOKFIELD
2018-12-20,28.563728,28.714632,27.766102,27.830772,26.967747,2994963,BROOKFIELD
2018-12-21,27.873888,27.992455,27.308002,27.361897,26.513414,9274531,BROOKFIELD
2018-12-24,27.146322,27.415791,26.876854,26.936136,26.100853,1224259,BROOKFIELD
2018-12-27,27.399624,28.008623,27.399624,27.987064,27.119194,2001528,BROOKFIELD
2018-12-28,28.164915,28.358932,27.77149,27.970898,27.103531,1872942,BROOKFIELD
2018-12-31,28.089464,28.283482,28.024792,28.19725,27.322863,2019341,BROOKFIELD
2019-01-02,27.749933,27.992455,27.469685,27.793049,26.931194,2098014,BROOKFIELD
2019-01-03,27.588251,27.615198,27.270279,27.550526,26.696192,1630799,BROOKFIELD
2019-01-04,27.970898,28.509836,27.685261,28.488277,27.604864,2587866,BROOKFIELD
2019-01-07,28.563728,28.720022,28.288872,28.682297,27.792868,2822216,BROOKFIELD
2019-01-08,28.951765,29.091888,28.569118,28.660738,27.771976,1946791,BROOKFIELD
2019-01-09,28.854755,29.0865,28.730801,29.037994,28.137533,2049214,BROOKFIELD
2019-01-10,28.967934,29.140392,28.795473,29.027216,28.127092,1658631,BROOKFIELD
